,model,score,ADE,FDE,epoch,dataset
0,SGNet 10,0.2692307692307692,8.035237312316895,8.068771362304688,2000,swm_data.pkl
1,SGNet 10 S2,0.18739770867430441,8.110374450683594,8.12971019744873,1800,swm_data.pkl
2,SGNet 10 S3,0.21112929623567922,8.167996406555176,8.248804092407227,1600,swm_data.pkl
