,model,score,ADE,FDE,epoch,dataset
0,GT End State S1,0.11783960720130933,2.970423698425293,1.347694754600525,4400,swm_data.pkl
1,GT End State S2,0.12193126022913257,2.8542912006378174,1.1240990161895752,6200,swm_data.pkl
2,GT End State S3,0.13175122749590834,2.8268988132476807,1.0436298847198486,5800,swm_data.pkl
