,model,g2_acc,g2_goal_num,g3_acc,g3_goal_num,ADE,FDE,epoch,dataset
0,SGNet 10,0.3966597077244259,2nd Goal,0.1440501043841336,3rd Goal,9.359580993652344,9.806836128234863,2000,swm_data.pkl
1,SGNet 10 S2,0.325678496868476,2nd Goal,0.0918580375782881,3rd Goal,9.546154022216797,10.06545639038086,1800,swm_data.pkl
2,SGNet 10 S3,0.23382045929018788,2nd Goal,0.08559498956158663,3rd Goal,9.87067699432373,10.427510261535645,1600,swm_data.pkl
