,Time To Goal,MSE,Model,Trial
2555,0.75,0.6365633606910706,MP-S1,127
2556,0.8,0.5286113023757935,MP-S1,127
2557,0.85,0.5024298429489136,MP-S1,127
2558,0.9,0.7156205773353577,MP-S1,127
2559,1.0,0.7345081567764282,MP-S1,127
2560,0.0,0.648610532283783,MP-S1,128
2561,0.05,0.648610532283783,MP-S1,128
2562,0.1,0.7573466300964355,MP-S1,128
2563,0.15,0.7864881157875061,MP-S1,128
2564,0.2,0.8705202341079712,MP-S1,128
2565,0.25,0.850639820098877,MP-S1,128
2566,0.3,0.9377231001853943,MP-S1,128
2567,0.35,0.931962251663208,MP-S1,128
2568,0.4,0.9187828302383423,MP-S1,128
2569,0.45,0.8131378889083862,MP-S1,128
2570,0.5,0.5005924105644226,MP-S1,128
2571,0.55,0.5410555005073547,MP-S1,128
2572,0.6,1.111635684967041,MP-S1,128
2573,0.65,1.3612388372421265,MP-S1,128
2574,0.7,0.4218181371688843,MP-S1,128
2575,0.75,0.4681728184223175,MP-S1,128
2576,0.8,0.6469126343727112,MP-S1,128
2577,0.85,0.7403658628463745,MP-S1,128
2578,0.9,0.7986240386962891,MP-S1,128
2579,1.0,0.8926113247871399,MP-S1,128
2580,0.0,0.9730988144874573,MP-S1,129
2581,0.05,0.9514528512954712,MP-S1,129
2582,0.1,0.8042912483215332,MP-S1,129
2583,0.15,0.8798189163208008,MP-S1,129
2584,0.2,0.12240423262119293,MP-S1,129
2585,0.25,0.2682317793369293,MP-S1,129
2586,0.3,0.4849652051925659,MP-S1,129
2587,0.35,0.6294370889663696,MP-S1,129
2588,0.4,0.9379766583442688,MP-S1,129
2589,0.45,1.2796134948730469,MP-S1,129
2590,0.5,1.6391305923461914,MP-S1,129
2591,0.55,1.0694137811660767,MP-S1,129
2592,0.6,1.0195432901382446,MP-S1,129
2593,0.65,1.183392882347107,MP-S1,129
2594,0.7,1.348509430885315,MP-S1,129
2595,0.75,1.5280216932296753,MP-S1,129
2596,0.8,1.7259176969528198,MP-S1,129
2597,0.85,1.8645923137664795,MP-S1,129
2598,0.9,1.9606554508209229,MP-S1,129
2599,1.0,1.635723352432251,MP-S1,129
2600,0.0,1.9686630964279175,MP-S1,130
2601,0.05,1.9686630964279175,MP-S1,130
2602,0.1,1.6741011142730713,MP-S1,130
2603,0.15,1.7154334783554077,MP-S1,130
2604,0.2,1.7158203125,MP-S1,130
2605,0.25,1.7561756372451782,MP-S1,130
2606,0.3,1.7561756372451782,MP-S1,130
2607,0.35,1.6762354373931885,MP-S1,130
2608,0.4,1.7600480318069458,MP-S1,130
2609,0.45,1.825251579284668,MP-S1,130
2610,0.5,1.9336018562316895,MP-S1,130
2611,0.55,2.014162540435791,MP-S1,130
2612,0.6,2.042257308959961,MP-S1,130
2613,0.65,1.306807279586792,MP-S1,130
2614,0.7,0.6521211266517639,MP-S1,130
2615,0.75,1.2221853733062744,MP-S1,130
2616,0.8,1.4120652675628662,MP-S1,130
2617,0.85,1.4908949136734009,MP-S1,130
2618,0.9,1.6114795207977295,MP-S1,130
2619,1.0,1.5515280961990356,MP-S1,130
2620,0.0,1.3324309587478638,MP-S1,131
2621,0.05,1.388097882270813,MP-S1,131
2622,0.1,0.13334514200687408,MP-S1,131
2623,0.15,0.5021838545799255,MP-S1,131
2624,0.2,0.6148335933685303,MP-S1,131
2625,0.25,0.909824550151825,MP-S1,131
2626,0.3,1.1240196228027344,MP-S1,131
2627,0.35,1.302549123764038,MP-S1,131
2628,0.4,1.6886802911758423,MP-S1,131
2629,0.45,1.9256073236465454,MP-S1,131
2630,0.5,2.2370452880859375,MP-S1,131
2631,0.55,0.25657403469085693,MP-S1,131
2632,0.6,0.19435471296310425,MP-S1,131
2633,0.65,0.2313784509897232,MP-S1,131
2634,0.7,0.2802826166152954,MP-S1,131
2635,0.75,0.19008216261863708,MP-S1,131
2636,0.8,0.21983854472637177,MP-S1,131
2637,0.85,0.2733112871646881,MP-S1,131
2638,0.9,0.3353843688964844,MP-S1,131
2639,1.0,0.3895064890384674,MP-S1,131
2640,0.0,1.5361826419830322,MP-S1,132
2641,0.05,1.6901315450668335,MP-S1,132
2642,0.1,1.8269500732421875,MP-S1,132
2643,0.15,1.7466647624969482,MP-S1,132
2644,0.2,1.866329312324524,MP-S1,132
2645,0.25,2.0587031841278076,MP-S1,132
2646,0.3,2.135512113571167,MP-S1,132
2647,0.35,2.293471336364746,MP-S1,132
2648,0.4,2.5612831115722656,MP-S1,132
2649,0.45,2.8116061687469482,MP-S1,132
2650,0.5,2.914875030517578,MP-S1,132
2651,0.55,2.94669508934021,MP-S1,132
2652,0.6,2.6434545516967773,MP-S1,132
2653,0.65,2.7108757495880127,MP-S1,132
2654,0.7,2.0488297939300537,MP-S1,132
2655,0.75,1.0496569871902466,MP-S1,132
2656,0.8,0.7211506962776184,MP-S1,132
2657,0.85,0.6101500391960144,MP-S1,132
2658,0.9,0.30155301094055176,MP-S1,132
2659,1.0,0.3545841574668884,MP-S1,132
2660,0.0,1.24797785282135,MP-S1,133
2661,0.05,1.2429355382919312,MP-S1,133
2662,0.1,1.4174331426620483,MP-S1,133
2663,0.15,1.673113465309143,MP-S1,133
2664,0.2,1.7115275859832764,MP-S1,133
2665,0.25,0.5860394239425659,MP-S1,133
2666,0.3,0.9485500454902649,MP-S1,133
2667,0.35,1.1050173044204712,MP-S1,133
2668,0.4,1.7326350212097168,MP-S1,133
2669,0.45,2.289743423461914,MP-S1,133
2670,0.5,2.378828525543213,MP-S1,133
2671,0.55,1.804675579071045,MP-S1,133
2672,0.6,0.9449872374534607,MP-S1,133
2673,0.65,1.0450373888015747,MP-S1,133
2674,0.7,1.1287099123001099,MP-S1,133
2675,0.75,1.2705793380737305,MP-S1,133
2676,0.8,1.351505994796753,MP-S1,133
2677,0.85,1.417580008506775,MP-S1,133
2678,0.9,1.4038090705871582,MP-S1,133
2679,1.0,1.1960328817367554,MP-S1,133
2680,0.0,0.7174595594406128,MP-S1,134
2681,0.05,0.6402859687805176,MP-S1,134
2682,0.1,0.42396634817123413,MP-S1,134
2683,0.15,0.23085595667362213,MP-S1,134
2684,0.2,0.22880315780639648,MP-S1,134
2685,0.25,0.3086670935153961,MP-S1,134
2686,0.3,0.47667279839515686,MP-S1,134
2687,0.35,0.637913167476654,MP-S1,134
2688,0.4,1.006500482559204,MP-S1,134
2689,0.45,1.3573558330535889,MP-S1,134
2690,0.5,1.6513235569000244,MP-S1,134
2691,0.55,1.6711548566818237,MP-S1,134
2692,0.6,1.769970417022705,MP-S1,134
2693,0.65,1.9215091466903687,MP-S1,134
2694,0.7,1.8985166549682617,MP-S1,134
2695,0.75,1.7825157642364502,MP-S1,134
2696,0.8,1.7247048616409302,MP-S1,134
2697,0.85,1.788292407989502,MP-S1,134
2698,0.9,1.8041478395462036,MP-S1,134
2699,1.0,1.1225208044052124,MP-S1,134
2700,0.0,2.2125818729400635,MP-S1,135
2701,0.05,2.2125818729400635,MP-S1,135
2702,0.1,2.407711982727051,MP-S1,135
2703,0.15,2.5527875423431396,MP-S1,135
2704,0.2,2.5527875423431396,MP-S1,135
2705,0.25,2.7317872047424316,MP-S1,135
2706,0.3,2.9523565769195557,MP-S1,135
2707,0.35,2.9523565769195557,MP-S1,135
2708,0.4,3.1157078742980957,MP-S1,135
2709,0.45,3.252675771713257,MP-S1,135
2710,0.5,3.3805055618286133,MP-S1,135
2711,0.55,2.903364896774292,MP-S1,135
2712,0.6,1.620234727859497,MP-S1,135
2713,0.65,1.7502055168151855,MP-S1,135
2714,0.7,1.063292145729065,MP-S1,135
2715,0.75,0.556327223777771,MP-S1,135
2716,0.8,0.36899203062057495,MP-S1,135
2717,0.85,0.3569425940513611,MP-S1,135
2718,0.9,0.32890912890434265,MP-S1,135
2719,1.0,0.3408792018890381,MP-S1,135
2720,0.0,0.5100077390670776,MP-S1,136
2721,0.05,0.3879967927932739,MP-S1,136
2722,0.1,0.5077006220817566,MP-S1,136
2723,0.15,0.6993069648742676,MP-S1,136
2724,0.2,1.205810546875,MP-S1,136
2725,0.25,1.3078875541687012,MP-S1,136
2726,0.3,1.6835825443267822,MP-S1,136
2727,0.35,1.97883141040802,MP-S1,136
2728,0.4,2.3679888248443604,MP-S1,136
2729,0.45,2.66402268409729,MP-S1,136
2730,0.5,3.125319004058838,MP-S1,136
2731,0.55,3.1905388832092285,MP-S1,136
2732,0.6,2.8714003562927246,MP-S1,136
2733,0.65,3.0763771533966064,MP-S1,136
2734,0.7,3.068349838256836,MP-S1,136
2735,0.75,3.3007891178131104,MP-S1,136
2736,0.8,1.1714566946029663,MP-S1,136
2737,0.85,0.6369046568870544,MP-S1,136
2738,0.9,0.5641919374465942,MP-S1,136
2739,1.0,0.4805300831794739,MP-S1,136
2740,0.0,0.16317133605480194,MP-S1,137
2741,0.05,0.0840558260679245,MP-S1,137
2742,0.1,0.12044598162174225,MP-S1,137
2743,0.15,0.17393219470977783,MP-S1,137
2744,0.2,0.23966413736343384,MP-S1,137
2745,0.25,0.2608431577682495,MP-S1,137
2746,0.3,0.29792794585227966,MP-S1,137
2747,0.35,0.321205198764801,MP-S1,137
2748,0.4,0.34461119771003723,MP-S1,137
2749,0.45,0.365460604429245,MP-S1,137
2750,0.5,0.5590639710426331,MP-S1,137
2751,0.55,0.33473625779151917,MP-S1,137
2752,0.6,0.31478819251060486,MP-S1,137
2753,0.65,0.3688853681087494,MP-S1,137
2754,0.7,0.3981749713420868,MP-S1,137
2755,0.75,0.4045828580856323,MP-S1,137
2756,0.8,0.3934303820133209,MP-S1,137
2757,0.85,0.39947637915611267,MP-S1,137
2758,0.9,0.3585304617881775,MP-S1,137
2759,1.0,0.31322699785232544,MP-S1,137
2760,0.0,0.9974893927574158,MP-S1,138
2761,0.05,1.1439152956008911,MP-S1,138
2762,0.1,1.476335048675537,MP-S1,138
2763,0.15,1.9254624843597412,MP-S1,138
2764,0.2,2.399815082550049,MP-S1,138
2765,0.25,2.8550431728363037,MP-S1,138
2766,0.3,2.6372077465057373,MP-S1,138
2767,0.35,3.017125129699707,MP-S1,138
2768,0.4,2.902632474899292,MP-S1,138
2769,0.45,3.117994785308838,MP-S1,138
2770,0.5,3.2597599029541016,MP-S1,138
2771,0.55,3.093463897705078,MP-S1,138
2772,0.6,2.835526943206787,MP-S1,138
2773,0.65,3.362025260925293,MP-S1,138
2774,0.7,1.2494388818740845,MP-S1,138
2775,0.75,1.0774669647216797,MP-S1,138
2776,0.8,0.6076700687408447,MP-S1,138
2777,0.85,0.7018914818763733,MP-S1,138
2778,0.9,0.810441792011261,MP-S1,138
2779,1.0,0.8725997805595398,MP-S1,138
2780,0.0,1.8296622037887573,MP-S1,139
2781,0.05,0.6405542492866516,MP-S1,139
2782,0.1,0.4730832874774933,MP-S1,139
2783,0.15,0.5708191394805908,MP-S1,139
2784,0.2,0.5701070427894592,MP-S1,139
2785,0.25,0.8726938962936401,MP-S1,139
2786,0.3,0.9159016013145447,MP-S1,139
2787,0.35,0.9431563019752502,MP-S1,139
2788,0.4,1.1480777263641357,MP-S1,139
2789,0.45,2.166208028793335,MP-S1,139
2790,0.5,3.564056396484375,MP-S1,139
2791,0.55,1.100469708442688,MP-S1,139
2792,0.6,0.8577260375022888,MP-S1,139
2793,0.65,1.117497205734253,MP-S1,139
2794,0.7,1.0600389242172241,MP-S1,139
2795,0.75,0.7171517610549927,MP-S1,139
2796,0.8,1.111332893371582,MP-S1,139
2797,0.85,0.9568806886672974,MP-S1,139
2798,0.9,0.9619600176811218,MP-S1,139
2799,1.0,0.9398215413093567,MP-S1,139
2800,0.0,0.1611233949661255,MP-S1,140
2801,0.05,0.22066651284694672,MP-S1,140
2802,0.1,0.338847815990448,MP-S1,140
2803,0.15,0.41462987661361694,MP-S1,140
2804,0.2,0.4741246700286865,MP-S1,140
2805,0.25,0.5652055144309998,MP-S1,140
2806,0.3,0.6039344668388367,MP-S1,140
2807,0.35,0.6736088395118713,MP-S1,140
2808,0.4,0.7612078785896301,MP-S1,140
2809,0.45,0.8796098232269287,MP-S1,140
2810,0.5,1.0932507514953613,MP-S1,140
2811,0.55,0.0990421250462532,MP-S1,140
2812,0.6,0.15416592359542847,MP-S1,140
2813,0.65,0.14190833270549774,MP-S1,140
2814,0.7,0.07948008179664612,MP-S1,140
2815,0.75,0.05193307250738144,MP-S1,140
2816,0.8,0.0415366031229496,MP-S1,140
2817,0.85,0.0429878830909729,MP-S1,140
2818,0.9,0.047397393733263016,MP-S1,140
2819,1.0,0.05042095482349396,MP-S1,140
2820,0.0,0.5541020035743713,MP-S1,141
2821,0.05,0.4240206480026245,MP-S1,141
2822,0.1,0.40901076793670654,MP-S1,141
2823,0.15,0.6165933012962341,MP-S1,141
2824,0.2,0.7333858013153076,MP-S1,141
2825,0.25,0.9215390086174011,MP-S1,141
2826,0.3,0.9834936261177063,MP-S1,141
2827,0.35,1.0993201732635498,MP-S1,141
2828,0.4,1.1249281167984009,MP-S1,141
2829,0.45,1.2638299465179443,MP-S1,141
2830,0.5,1.5907297134399414,MP-S1,141
2831,0.55,1.5115582942962646,MP-S1,141
2832,0.6,1.5873665809631348,MP-S1,141
2833,0.65,0.7132380604743958,MP-S1,141
2834,0.7,1.668125033378601,MP-S1,141
2835,0.75,0.8859607577323914,MP-S1,141
2836,0.8,1.5701597929000854,MP-S1,141
2837,0.85,1.7224225997924805,MP-S1,141
2838,0.9,0.8374831080436707,MP-S1,141
2839,1.0,0.6406863331794739,MP-S1,141
2840,0.0,0.7447181940078735,MP-S1,142
2841,0.05,0.9261668920516968,MP-S1,142
2842,0.1,0.9187618494033813,MP-S1,142
2843,0.15,0.9247570037841797,MP-S1,142
2844,0.2,0.4354841113090515,MP-S1,142
2845,0.25,0.2550777792930603,MP-S1,142
2846,0.3,0.5572068691253662,MP-S1,142
2847,0.35,1.1841379404067993,MP-S1,142
2848,0.4,1.563802719116211,MP-S1,142
2849,0.45,1.334764838218689,MP-S1,142
2850,0.5,1.7884925603866577,MP-S1,142
2851,0.55,1.7884925603866577,MP-S1,142
2852,0.6,1.49627685546875,MP-S1,142
2853,0.65,1.49627685546875,MP-S1,142
2854,0.7,1.3667422533035278,MP-S1,142
2855,0.75,1.3667422533035278,MP-S1,142
2856,0.8,1.7663244009017944,MP-S1,142
2857,0.85,1.7663244009017944,MP-S1,142
2858,0.9,1.235333800315857,MP-S1,142
2859,1.0,0.26217201352119446,MP-S1,142
2860,0.0,0.49265050888061523,MP-S1,143
2861,0.05,0.7183833122253418,MP-S1,143
2862,0.1,0.9696836471557617,MP-S1,143
2863,0.15,0.7936127185821533,MP-S1,143
2864,0.2,0.662025511264801,MP-S1,143
2865,0.25,0.463825523853302,MP-S1,143
2866,0.3,0.4819742739200592,MP-S1,143
2867,0.35,0.638495147228241,MP-S1,143
2868,0.4,0.655322253704071,MP-S1,143
2869,0.45,0.5952323079109192,MP-S1,143
2870,0.5,0.790773868560791,MP-S1,143
2871,0.55,0.3098064959049225,MP-S1,143
2872,0.6,0.26576319336891174,MP-S1,143
2873,0.65,0.38935911655426025,MP-S1,143
2874,0.7,0.4968094229698181,MP-S1,143
2875,0.75,0.7363664507865906,MP-S1,143
2876,0.8,0.8170223236083984,MP-S1,143
2877,0.85,0.9108392000198364,MP-S1,143
2878,0.9,1.0280380249023438,MP-S1,143
2879,1.0,1.2661831378936768,MP-S1,143
2880,0.0,0.8452081084251404,MP-S1,144
2881,0.05,0.7732841372489929,MP-S1,144
2882,0.1,0.960189163684845,MP-S1,144
2883,0.15,1.171940565109253,MP-S1,144
2884,0.2,1.1805129051208496,MP-S1,144
2885,0.25,1.4202073812484741,MP-S1,144
2886,0.3,1.5016673803329468,MP-S1,144
2887,0.35,1.7182523012161255,MP-S1,144
2888,0.4,1.8773918151855469,MP-S1,144
2889,0.45,1.7987843751907349,MP-S1,144
2890,0.5,2.796478271484375,MP-S1,144
2891,0.55,1.0684815645217896,MP-S1,144
2892,0.6,0.5357089638710022,MP-S1,144
2893,0.65,0.1687989979982376,MP-S1,144
2894,0.7,0.13785429298877716,MP-S1,144
2895,0.75,0.46810847520828247,MP-S1,144
2896,0.8,0.4978996217250824,MP-S1,144
2897,0.85,0.5510689616203308,MP-S1,144
2898,0.9,0.7820764183998108,MP-S1,144
2899,1.0,0.9614564180374146,MP-S1,144
2900,0.0,1.8037707805633545,MP-S1,145
2901,0.05,1.8037707805633545,MP-S1,145
2902,0.1,1.792250156402588,MP-S1,145
2903,0.15,1.8880749940872192,MP-S1,145
2904,0.2,1.628045916557312,MP-S1,145
2905,0.25,1.377183198928833,MP-S1,145
2906,0.3,1.2810360193252563,MP-S1,145
2907,0.35,1.174270510673523,MP-S1,145
2908,0.4,1.1097328662872314,MP-S1,145
2909,0.45,1.1382402181625366,MP-S1,145
2910,0.5,1.1744569540023804,MP-S1,145
2911,0.55,0.48681777715682983,MP-S1,145
2912,0.6,0.438407838344574,MP-S1,145
2913,0.65,0.5094397068023682,MP-S1,145
2914,0.7,0.5479317903518677,MP-S1,145
2915,0.75,0.5478410720825195,MP-S1,145
2916,0.8,0.3564005494117737,MP-S1,145
2917,0.85,0.32370781898498535,MP-S1,145
2918,0.9,0.3934437334537506,MP-S1,145
2919,1.0,0.46737906336784363,MP-S1,145
2920,0.0,0.4322448968887329,MP-S1,146
2921,0.05,0.4322448968887329,MP-S1,146
2922,0.1,0.46659520268440247,MP-S1,146
2923,0.15,0.486861914396286,MP-S1,146
2924,0.2,0.5010221004486084,MP-S1,146
2925,0.25,0.502502977848053,MP-S1,146
2926,0.3,0.4721740186214447,MP-S1,146
2927,0.35,0.43888387084007263,MP-S1,146
2928,0.4,0.4364784359931946,MP-S1,146
2929,0.45,0.43294039368629456,MP-S1,146
2930,0.5,0.5598881840705872,MP-S1,146
2931,0.55,0.05823914334177971,MP-S1,146
2932,0.6,0.07864776998758316,MP-S1,146
2933,0.65,0.0680798664689064,MP-S1,146
2934,0.7,0.08490360528230667,MP-S1,146
2935,0.75,0.10149450600147247,MP-S1,146
2936,0.8,0.12495774030685425,MP-S1,146
2937,0.85,0.12621967494487762,MP-S1,146
2938,0.9,0.1563708782196045,MP-S1,146
2939,1.0,0.21365144848823547,MP-S1,146
2940,0.0,0.5237276554107666,MP-S1,147
2941,0.05,0.6283969879150391,MP-S1,147
2942,0.1,0.6414604187011719,MP-S1,147
2943,0.15,0.7568708062171936,MP-S1,147
2944,0.2,0.8751497864723206,MP-S1,147
2945,0.25,0.9776854515075684,MP-S1,147
2946,0.3,1.1442469358444214,MP-S1,147
2947,0.35,0.9822544455528259,MP-S1,147
2948,0.4,1.036488652229309,MP-S1,147
2949,0.45,1.407196283340454,MP-S1,147
2950,0.5,1.7398489713668823,MP-S1,147
2951,0.55,1.98259437084198,MP-S1,147
2952,0.6,0.6870805621147156,MP-S1,147
2953,0.65,0.27391815185546875,MP-S1,147
2954,0.7,0.2099713683128357,MP-S1,147
2955,0.75,0.19639863073825836,MP-S1,147
2956,0.8,0.193806990981102,MP-S1,147
2957,0.85,0.16763809323310852,MP-S1,147
2958,0.9,0.1598753184080124,MP-S1,147
2959,1.0,0.18846064805984497,MP-S1,147
2960,0.0,1.3710854053497314,MP-S1,148
2961,0.05,1.3425096273422241,MP-S1,148
2962,0.1,0.8318488597869873,MP-S1,148
2963,0.15,0.4685666561126709,MP-S1,148
2964,0.2,0.7651456594467163,MP-S1,148
2965,0.25,0.8570069074630737,MP-S1,148
2966,0.3,0.43998053669929504,MP-S1,148
2967,0.35,0.7506057620048523,MP-S1,148
2968,0.4,0.6335633993148804,MP-S1,148
2969,0.45,1.0716887712478638,MP-S1,148
2970,0.5,1.6235294342041016,MP-S1,148
2971,0.55,1.4351850748062134,MP-S1,148
2972,0.6,1.1066912412643433,MP-S1,148
2973,0.65,1.3509083986282349,MP-S1,148
2974,0.7,1.376206874847412,MP-S1,148
2975,0.75,1.4314424991607666,MP-S1,148
2976,0.8,1.7748314142227173,MP-S1,148
2977,0.85,2.3660013675689697,MP-S1,148
2978,0.9,3.1314876079559326,MP-S1,148
2979,1.0,0.6066716313362122,MP-S1,148
2980,0.0,0.8060611486434937,MP-S1,149
2981,0.05,0.6397385597229004,MP-S1,149
2982,0.1,0.6964146494865417,MP-S1,149
2983,0.15,0.7574031352996826,MP-S1,149
2984,0.2,1.453334927558899,MP-S1,149
2985,0.25,1.9338366985321045,MP-S1,149
2986,0.3,2.506526231765747,MP-S1,149
2987,0.35,3.109851360321045,MP-S1,149
2988,0.4,3.067789316177368,MP-S1,149
2989,0.45,5.6926116943359375,MP-S1,149
2990,0.5,6.698314666748047,MP-S1,149
2991,0.55,7.048386573791504,MP-S1,149
2992,0.6,7.567264080047607,MP-S1,149
2993,0.65,7.7902913093566895,MP-S1,149
2994,0.7,3.260416030883789,MP-S1,149
2995,0.75,2.8982431888580322,MP-S1,149
2996,0.8,1.4587100744247437,MP-S1,149
2997,0.85,0.8241515755653381,MP-S1,149
2998,0.9,0.7891155481338501,MP-S1,149
2999,1.0,0.8188302516937256,MP-S1,149
3000,0.0,0.5382360219955444,MP-S1,150
3001,0.05,0.6019899845123291,MP-S1,150
3002,0.1,1.0199649333953857,MP-S1,150
3003,0.15,1.148719072341919,MP-S1,150
3004,0.2,1.1149346828460693,MP-S1,150
3005,0.25,1.0089783668518066,MP-S1,150
3006,0.3,0.86669921875,MP-S1,150
3007,0.35,0.42130881547927856,MP-S1,150
3008,0.4,0.6340904235839844,MP-S1,150
3009,0.45,0.8623939752578735,MP-S1,150
3010,0.5,1.0546135902404785,MP-S1,150
3011,0.55,1.2123363018035889,MP-S1,150
3012,0.6,0.060321055352687836,MP-S1,150
3013,0.65,0.05479687452316284,MP-S1,150
3014,0.7,0.060774508863687515,MP-S1,150
3015,0.75,0.11730202287435532,MP-S1,150
3016,0.8,0.1156684085726738,MP-S1,150
3017,0.85,0.16348858177661896,MP-S1,150
3018,0.9,0.09922901540994644,MP-S1,150
3019,1.0,0.17516107857227325,MP-S1,150
3020,0.0,1.1288331747055054,MP-S1,151
3021,0.05,1.3327778577804565,MP-S1,151
3022,0.1,1.605891466140747,MP-S1,151
3023,0.15,1.627023458480835,MP-S1,151
3024,0.2,2.1729021072387695,MP-S1,151
3025,0.25,2.576641321182251,MP-S1,151
3026,0.3,3.0664114952087402,MP-S1,151
3027,0.35,2.8442790508270264,MP-S1,151
3028,0.4,3.004021167755127,MP-S1,151
3029,0.45,3.527010917663574,MP-S1,151
3030,0.5,3.8028345108032227,MP-S1,151
3031,0.55,4.594635963439941,MP-S1,151
3032,0.6,4.249485492706299,MP-S1,151
3033,0.65,2.4856350421905518,MP-S1,151
3034,0.7,1.0963236093521118,MP-S1,151
3035,0.75,1.0594751834869385,MP-S1,151
3036,0.8,1.2685129642486572,MP-S1,151
3037,0.85,1.3698177337646484,MP-S1,151
3038,0.9,1.606116533279419,MP-S1,151
3039,1.0,1.874276041984558,MP-S1,151
3040,0.0,1.3856128454208374,MP-S1,152
3041,0.05,1.3856128454208374,MP-S1,152
3042,0.1,1.3856128454208374,MP-S1,152
3043,0.15,1.3856128454208374,MP-S1,152
3044,0.2,1.3856128454208374,MP-S1,152
3045,0.25,1.3856128454208374,MP-S1,152
3046,0.3,1.3856128454208374,MP-S1,152
3047,0.35,1.3856128454208374,MP-S1,152
3048,0.4,1.3856128454208374,MP-S1,152
3049,0.45,1.3856128454208374,MP-S1,152
3050,0.5,1.3856128454208374,MP-S1,152
3051,0.55,1.0983070135116577,MP-S1,152
3052,0.6,0.2362813949584961,MP-S1,152
3053,0.65,0.2696668207645416,MP-S1,152
3054,0.7,0.29285916686058044,MP-S1,152
3055,0.75,0.2559318542480469,MP-S1,152
3056,0.8,0.26871490478515625,MP-S1,152
3057,0.85,0.3106043040752411,MP-S1,152
3058,0.9,0.3359944820404053,MP-S1,152
3059,1.0,0.374279260635376,MP-S1,152
3060,0.0,0.40699711441993713,MP-S1,153
3061,0.05,0.04668974131345749,MP-S1,153
3062,0.1,0.09776630997657776,MP-S1,153
3063,0.15,0.23933960497379303,MP-S1,153
3064,0.2,0.507975161075592,MP-S1,153
3065,0.25,0.17629429697990417,MP-S1,153
3066,0.3,0.5613143444061279,MP-S1,153
3067,0.35,0.770512044429779,MP-S1,153
3068,0.4,0.9014601111412048,MP-S1,153
3069,0.45,0.3662535548210144,MP-S1,153
3070,0.5,0.33638766407966614,MP-S1,153
3071,0.55,0.20504583418369293,MP-S1,153
3072,0.6,0.19767609238624573,MP-S1,153
3073,0.65,0.23105554282665253,MP-S1,153
3074,0.7,0.266819566488266,MP-S1,153
3075,0.75,0.202495738863945,MP-S1,153
3076,0.8,0.22526969015598297,MP-S1,153
3077,0.85,0.24129952490329742,MP-S1,153
3078,0.9,0.2541043758392334,MP-S1,153
3079,1.0,0.2472308874130249,MP-S1,153
3080,0.0,0.09935925155878067,MP-S1,154
3081,0.05,0.06922625005245209,MP-S1,154
3082,0.1,0.05551425740122795,MP-S1,154
3083,0.15,0.06298941373825073,MP-S1,154
3084,0.2,0.10480503737926483,MP-S1,154
3085,0.25,0.35597220063209534,MP-S1,154
3086,0.3,0.6327654123306274,MP-S1,154
3087,0.35,0.9871643781661987,MP-S1,154
3088,0.4,1.3037341833114624,MP-S1,154
3089,0.45,1.557118535041809,MP-S1,154
3090,0.5,1.539050579071045,MP-S1,154
3091,0.55,1.539050579071045,MP-S1,154
3092,0.6,0.7283209562301636,MP-S1,154
3093,0.65,0.8534265160560608,MP-S1,154
3094,0.7,0.7715625166893005,MP-S1,154
3095,0.75,0.7715625166893005,MP-S1,154
3096,0.8,0.9146885871887207,MP-S1,154
3097,0.85,0.7872808575630188,MP-S1,154
3098,0.9,0.6120895147323608,MP-S1,154
3099,1.0,0.4435078501701355,MP-S1,154
3100,0.0,0.0490366593003273,MP-S1,155
3101,0.05,0.052581265568733215,MP-S1,155
3102,0.1,0.12262631207704544,MP-S1,155
3103,0.15,0.23317356407642365,MP-S1,155
3104,0.2,0.39365124702453613,MP-S1,155
3105,0.25,0.515588641166687,MP-S1,155
3106,0.3,0.7106977701187134,MP-S1,155
3107,0.35,0.8691505193710327,MP-S1,155
3108,0.4,0.12187476456165314,MP-S1,155
3109,0.45,0.1290186494588852,MP-S1,155
3110,0.5,0.248384490609169,MP-S1,155
3111,0.55,0.1628601998090744,MP-S1,155
3112,0.6,0.13767677545547485,MP-S1,155
3113,0.65,0.18075695633888245,MP-S1,155
3114,0.7,0.18053142726421356,MP-S1,155
3115,0.75,0.1639770120382309,MP-S1,155
3116,0.8,0.07370611280202866,MP-S1,155
3117,0.85,0.055106159299612045,MP-S1,155
3118,0.9,0.04789023473858833,MP-S1,155
3119,1.0,0.03914221003651619,MP-S1,155
3120,0.0,1.305042028427124,MP-S1,156
3121,0.05,1.305042028427124,MP-S1,156
3122,0.1,1.037569522857666,MP-S1,156
3123,0.15,0.4604724943637848,MP-S1,156
3124,0.2,0.08403129130601883,MP-S1,156
3125,0.25,0.0781271830201149,MP-S1,156
3126,0.3,0.08410686254501343,MP-S1,156
3127,0.35,0.09192043542861938,MP-S1,156
3128,0.4,0.10413800925016403,MP-S1,156
3129,0.45,0.06861220300197601,MP-S1,156
3130,0.5,0.0767577737569809,MP-S1,156
3131,0.55,0.0990995243191719,MP-S1,156
3132,0.6,0.06123879551887512,MP-S1,156
3133,0.65,0.05166448652744293,MP-S1,156
3134,0.7,0.05206325650215149,MP-S1,156
3135,0.75,0.04810154438018799,MP-S1,156
3136,0.8,0.04099411889910698,MP-S1,156
3137,0.85,0.04415687546133995,MP-S1,156
3138,0.9,0.04139029234647751,MP-S1,156
3139,1.0,0.02420567348599434,MP-S1,156
3140,0.0,0.9793514013290405,MP-S1,157
3141,0.05,0.6651828289031982,MP-S1,157
